riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs10818763-C	2E-12	-	0.676	-	"0.0358 unit increase"	[0.026-0.046]	ZBTB26	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	9:122927415	32541925	"Vujkovic M"
rs1567353-G	7E-12	-	0.3612	-	"0.0278 unit increase"	[0.02-0.036]	LINC01230,H3P29	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	9:1033773	32541925	"Vujkovic M"
rs41304257-G	8E-12	-	0.2441	-	"0.0318 unit decrease"	[0.023-0.041]	IPO9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	1:201880798	32541925	"Vujkovic M"
rs2725370-C	3E-12	-	0.7126	-	"0.0319 unit decrease"	[0.023-0.041]	PURG,TEX15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	8:30995310	32541925	"Vujkovic M"
rs7246440-G	4E-12	-	0.6201	-	"0.0299 unit increase"	[0.021-0.038]	ZNF799	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	19:12395059	32541925	"Vujkovic M"
rs7752666-C	2E-12	-	0.7047	-	"0.0305 unit increase"	[0.022-0.039]	RNU6-1299P,BEND3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	6:107124062	32541925	"Vujkovic M"
rs3887059-G	5E-12	-	0.7364	-	"0.0295 unit decrease"	[0.021-0.038]	LINC00968,RPL37P6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	8:56583505	32541925	"Vujkovic M"
rs4776970-T	1E-12	-	0.4472	-	"0.0287 unit decrease"	[0.021-0.037]	MAP2K5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	15:67788548	32541925	"Vujkovic M"
rs3845843-C	2E-12	-	0.4918	-	"0.0264 unit decrease"	[0.019-0.034]	TNFAIP6,NMI	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	2:151342084	32541925	"Vujkovic M"
rs12505942-C	2E-12	-	0.3133	-	"0.0294 unit decrease"	[0.021-0.038]	MAML3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	4:139985236	32541925	"Vujkovic M"
rs2608953-C	3E-12	-	0.7889	-	"0.0348 unit decrease"	[0.025-0.045]	MED23	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	6:131605194	32541925	"Vujkovic M"
rs3020781-G	7E-12	-	0.3719	-	"0.0294 unit increase"	[0.021-0.038]	PKLR	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	1:155299985	32541925	"Vujkovic M"
rs6766859-C	8E-12	-	0.3864	-	"0.0275 unit increase"	[0.02-0.035]	MRAS,NME9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	3:138336294	32541925	"Vujkovic M"
rs60251368-G	2E-12	-	0.0681	-	"0.0549 unit increase"	[0.04-0.07]	BRAF	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	7:140822273	32541925	"Vujkovic M"
rs152839-C	1E-12	-	0.6058	-	"0.0281 unit increase"	[0.02-0.036]	PARP8,LINC02106	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	5:50849432	32541925	"Vujkovic M"
rs2482506-G	2E-12	-	0.2389	-	"0.0316 unit decrease"	[0.023-0.04]	WBP1L,RNU6-1231P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	10:102803986	32541925	"Vujkovic M"
rs187653072-C	2E-12	-	0.0271	-	"0.0967 unit increase"	[0.07-0.124]	DNAJC2,PSMC2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	7:103335938	32541925	"Vujkovic M"
rs7029718-G	1E-12	-	0.596	-	"0.0273 unit decrease"	[0.02-0.035]	SUMO2P2,LINC01239	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	9:23358497	32541925	"Vujkovic M"
rs2605281-G	7E-12	-	0.6128	-	"0.0283 unit decrease"	[0.02-0.036]	CWH43,SNX18P23	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	4:49065306	32541925	"Vujkovic M"
rs5762925-C	8E-12	-	0.3776	-	"0.0267 unit increase"	[0.019-0.034]	ZNRF3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	22:28973410	32541925	"Vujkovic M"
rs28490139-G	2E-12	-	0.8415	-	"0.0375 unit increase"	[0.027-0.048]	TCF12	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	15:57077652	32541925	"Vujkovic M"
rs10844519-G	1E-12	-	0.4092	-	"0.03 unit increase"	[0.022-0.038]	ASS1P14,SYT10	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	12:33257920	32541925	"Vujkovic M"
rs7071036-C	2E-12	-	0.1978	-	"0.051 unit decrease"	[0.037-0.065]	LINC01153,RPL19P16	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	10:121171054	32541925	"Vujkovic M"
rs11181613-C	2E-12	-	0.8686	-	"0.0418 unit increase"	[0.03-0.054]	LINC02450	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	12:42652647	32541925	"Vujkovic M"
rs57767539-G	7E-12	-	0.9362	-	"0.0622 unit decrease"	[0.044-0.08]	ERN1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	17:64125699	32541925	"Vujkovic M"
rs8056890-G	2E-12	-	0.6775	-	"0.0295 unit decrease"	[0.021-0.038]	ATP2A1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	16:28886131	32541925	"Vujkovic M"
rs6073143-C	4E-12	-	0.7327	-	"0.0304 unit increase"	[0.022-0.039]	IFT52	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	20:43602055	32541925	"Vujkovic M"
rs11708067-G	2E-46	-	0.2286	-	"0.0782 unit decrease"	[0.067-0.089]	ADCY5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:123346931	32541925	"Vujkovic M"
rs9873519-C	4E-16	-	0.466	-	"0.0375 unit decrease"	[0.028-0.047]	SLC12A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:125202613	32541925	"Vujkovic M"
rs9828772-G	3E-11	-	0.1013	-	"0.0517 unit decrease"	[0.036-0.067]	CARMIL2P1,PLXND1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:129614339	32541925	"Vujkovic M"
rs62271373-T	4E-11	-	0.9442	-	"0.0685 unit decrease"	[0.048-0.089]	LINC01214	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:150348753	32541925	"Vujkovic M"
rs74672008-G	1E-11	-	0.9601	-	"0.0804 unit increase"	[0.057-0.104]	MBNL1,ATP5MGP5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:152733827	32541925	"Vujkovic M"
rs1449348-C	7E-12	-	0.8585	-	"0.0448 unit increase"	[0.032-0.058]	EGFEM1P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:168507267	32541925	"Vujkovic M"
rs9873618-G	2E-30	-	0.7094	-	"0.0581 unit increase"	[0.048-0.068]	SLC2A2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:171015287	32541925	"Vujkovic M"
rs2313211-T	4E-10	-	0.4483	-	"0.0285 unit increase"	[0.019-0.038]	EEF1A1P8,ABCC5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:184020838	32541925	"Vujkovic M"
rs9854769-G	1E-107	-	0.319	-	"0.1075 unit increase"	[0.098-0.117]	IGF2BP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:185803160	32541925	"Vujkovic M"
rs3887925-C	7E-20	-	0.4548	-	"0.0424 unit decrease"	[0.033-0.051]	ST6GAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:186947857	32541925	"Vujkovic M"
rs6777684-G	4E-33	-	0.6076	-	"0.0569 unit increase"	[0.048-0.066]	LINC01991,LPP-AS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	3:188024054	32541925	"Vujkovic M"
rs1531583-G	7E-19	-	0.9553	-	"0.0994 unit decrease"	[0.077-0.121]	PCGF3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:751184	32541925	"Vujkovic M"
rs72501964-G	2E-10	-	0.9606	-	"0.0831 unit increase"	[0.057-0.109]	CTBP1-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:1273415	32541925	"Vujkovic M"
rs56337234-C	2E-18	-	0.5048	-	"0.0409 unit increase"	[0.032-0.05]	FGFR3,TACC3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:1782676	32541925	"Vujkovic M"
rs362307-C	4E-8	-	0.9249	-	"0.0499 unit decrease"	[0.032-0.068]	HTT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:3240118	32541925	"Vujkovic M"
rs10937721-G	6E-70	-	0.412	-	"0.0835 unit decrease"	[0.074-0.093]	PPP2R2C,WFS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:6305036	32541925	"Vujkovic M"
rs2011603-G	2E-13	-	0.2752	-	"0.0383 unit decrease"	[0.028-0.048]	LCORL,LINC02438	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:18023861	32541925	"Vujkovic M"
rs10938398-G	4E-20	-	0.5687	-	"0.0425 unit decrease"	[0.033-0.052]	PRDX4P1,THAP12P9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:45184122	32541925	"Vujkovic M"
rs114447556-C	8E-11	-	0.9166	-	"0.0578 unit decrease"	[0.04-0.075]	RNU6-1252P,SPATA18	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:52340927	32541925	"Vujkovic M"
rs10471048-G	2E-12	-	0.3487	-	"0.0337 unit increase"	[0.024-0.043]	SCD5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:82666409	32541925	"Vujkovic M"
rs987949-G	6E-9	-	0.9605	-	"0.153 unit decrease"	[0.1-0.2]	NKX6-1,LINC02994	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:84462916	32541925	"Vujkovic M"
rs7660000-C	1E-9	-	0.7131	-	"0.0309 unit increase"	[0.021-0.041]	FAM13A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:88830707	32541925	"Vujkovic M"
rs6821438-G	4E-10	-	0.4691	-	"0.0289 unit decrease"	[0.02-0.038]	SMARCAD1-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:94170760	32541925	"Vujkovic M"
rs7695096-C	1E-16	-	0.5208	-	"0.0381 unit increase"	[0.029-0.047]	SLC9B1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:103011399	32541925	"Vujkovic M"
rs1724557-C	5E-8	-	0.4175	-	"0.0254 unit increase"	[0.016-0.035]	TERF1P3,RNU1-89P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:136172893	32541925	"Vujkovic M"
rs6819331-C	2E-16	-	0.6796	-	"0.0404 unit increase"	[0.031-0.05]	RPS3AP18,TMEM154	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:152583143	32541925	"Vujkovic M"
rs28819812-C	3E-14	-	0.6747	-	"0.0384 unit increase"	[0.028-0.048]	LINC02272,PDGFC	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:156731601	32541925	"Vujkovic M"
rs72695645-G	9E-20	-	0.8599	-	"0.0611 unit increase"	[0.048-0.074]	ACSL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	4:184792454	32541925	"Vujkovic M"
rs146886108-C	2E-31	-	0.994	-	"0.39 unit increase"	[0.32-0.46]	ANKH	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:14751196	32541925	"Vujkovic M"
rs13155752-C	1E-11	-	0.3965	-	"0.0316 unit increase"	[0.022-0.041]	MRPS30-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:44680585	32541925	"Vujkovic M"
rs152839-C	1E-8	-	0.5761	-	"0.0263 unit increase"	[0.017-0.035]	PARP8,LINC02106	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:50849432	32541925	"Vujkovic M"
rs12187734-C	2E-10	-	0.5234	-	"0.0293 unit increase"	[0.02-0.038]	RPS17P11,MFSD4BP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:52467831	32541925	"Vujkovic M"
rs4865796-G	5E-21	-	0.3184	-	"0.0466 unit decrease"	[0.037-0.056]	ARL15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:53976834	32541925	"Vujkovic M"
rs256904-T	3E-39	-	0.7297	-	"0.0692 unit increase"	[0.059-0.08]	C5orf67	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:56514478	32541925	"Vujkovic M"
rs4976033-G	2E-9	-	0.4114	-	"0.028 unit increase"	[0.019-0.037]	PIK3R1,LINC02198	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:68418419	32541925	"Vujkovic M"
rs253412-G	3E-21	-	0.3476	-	"0.0459 unit decrease"	[0.036-0.055]	ANKDD1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:75660016	32541925	"Vujkovic M"
rs6878122-G	5E-29	-	0.3114	-	"0.0554 unit increase"	[0.046-0.065]	PDE8B,ZBED3-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:77131486	32541925	"Vujkovic M"
rs12519500-C	2E-15	-	0.6537	-	"0.038 unit increase"	[0.029-0.047]	DMGDH	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:79141082	32541925	"Vujkovic M"
rs7719891-G	9E-9	-	0.2605	-	"0.0401 unit increase"	[0.026-0.054]	RASA1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:87281535	32541925	"Vujkovic M"
rs75432112-G	5E-36	-	0.9517	-	"0.1344 unit decrease"	[0.11-0.16]	MACIR,PPIP5K2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:103250706	32541925	"Vujkovic M"
rs329122-G	1E-8	-	0.5729	-	"0.0264 unit decrease"	[0.017-0.035]	JADE2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:134528909	32541925	"Vujkovic M"
rs890940-C	1E-17	-	0.7887	-	"0.0484 unit decrease"	[0.037-0.059]	EBF1,LINC02227	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	5:158599736	32541925	"Vujkovic M"
rs9379084-G	4E-22	-	0.8803	-	"0.0747 unit increase"	[0.06-0.09]	RREB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:7231610	32541925	"Vujkovic M"
rs7756992-G	6E-128	-	0.2706	-	"0.1217 unit increase"	[0.11-0.13]	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:20679478	32541925	"Vujkovic M"
rs3094682-C	2E-23	-	0.8056	-	"0.0598 unit increase"	[0.048-0.072]	LINC02571	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:31296684	32541925	"Vujkovic M"
rs9275184-C	6E-24	-	0.1106	-	"0.0981 unit increase"	[0.079-0.117]	HLA-DQB1,MTCO3P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:32686937	32541925	"Vujkovic M"
rs10305420-C	3E-11	-	0.6161	-	"0.0316 unit increase"	[0.022-0.041]	GLP1R	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:39048860	32541925	"Vujkovic M"
rs34298980-C	4E-9	-	0.4995	-	"0.0381 unit decrease"	[0.025-0.051]	LRFN2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:40441504	32541925	"Vujkovic M"
rs11967262-G	2E-15	-	0.4877	-	"0.0365 unit increase"	[0.027-0.046]	VEGFA,LINC02537	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:43792590	32541925	"Vujkovic M"
rs3798519-C	5E-17	-	0.1803	-	"0.0495 unit increase"	[0.038-0.061]	TFAP2B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:50821065	32541925	"Vujkovic M"
rs17091891-C	3E-9	-	0.1226	-	"0.0421 unit decrease"	[0.028-0.056]	RPL30P9,LPL	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:19985660	32541925	"Vujkovic M"
rs2725371-G	2E-13	-	0.6895	-	"0.0371 unit decrease"	[0.027-0.047]	PURG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:30996517	32541925	"Vujkovic M"
rs13262861-C	3E-59	-	0.8238	-	"0.1016 unit increase"	[0.089-0.114]	NKX6-3,ANK1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:41651058	32541925	"Vujkovic M"
rs10097617-C	2E-16	-	0.5196	-	"0.0374 unit decrease"	[0.029-0.046]	NDUFAF6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:94949398	32541925	"Vujkovic M"
rs149364428-G	6E-13	-	0.991	-	"0.2239 unit decrease"	[0.16-0.28]	CPQ	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:96725513	32541925	"Vujkovic M"
rs4734193-C	4E-8	-	0.5318	-	"0.0341 unit increase"	[0.022-0.046]	TRHR,NUDCD1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:109128335	32541925	"Vujkovic M"
rs11558471-G	4E-98	-	0.3163	-	"0.1031 unit decrease"	[0.093-0.113]	SLC30A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:117173494	32541925	"Vujkovic M"
rs1561927-C	9E-12	-	0.2821	-	"0.0352 unit increase"	[0.025-0.045]	LINC00824	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:128555832	32541925	"Vujkovic M"
rs3757969-G	4E-22	-	0.3757	-	"0.0481 unit increase"	[0.038-0.058]	DGAT1,SCRT1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:144327536	32541925	"Vujkovic M"
rs10974438-C	9E-23	-	0.3556	-	"0.047 unit increase"	[0.038-0.056]	GLIS3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:4291928	32541925	"Vujkovic M"
rs10963942-G	4E-15	-	0.3965	-	"0.0371 unit increase"	[0.028-0.046]	HAUS6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:19080354	32541925	"Vujkovic M"
rs7867635-C	4E-9	-	0.4106	-	"0.037 unit increase"	[0.025-0.049]	SLC24A2,MLLT3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:20241071	32541925	"Vujkovic M"
rs10811661-C	8E-112	-	0.1717	-	"0.1379 unit decrease"	[0.13-0.15]	CDKN2B-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:22134095	32541925	"Vujkovic M"
rs1929883-G	5E-10	-	0.58	-	"0.0386 unit increase"	[0.026-0.051]	PSAT1,MTND2P8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:78729785	32541925	"Vujkovic M"
rs2796441-G	1E-36	-	0.5906	-	"0.0589 unit increase"	[0.05-0.068]	TLE1-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:81694033	32541925	"Vujkovic M"
rs7046845-C	2E-8	-	0.0903	-	"0.0465 unit decrease"	[0.03-0.063]	AOPEP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:95042359	32541925	"Vujkovic M"
rs495203-C	1E-24	-	0.6651	-	"0.0493 unit decrease"	[0.04-0.059]	ABO	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:133269828	32541925	"Vujkovic M"
rs28429551-T	1E-39	-	0.2603	-	"0.0734 unit decrease"	[0.062-0.084]	GPSM1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:136348882	32541925	"Vujkovic M"
rs11257655-C	7E-35	-	0.7809	-	"0.0907 unit decrease"	[0.076-0.105]	CDC123,RN7SL198P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:12265895	32541925	"Vujkovic M"
rs177045-G	2E-15	-	0.3238	-	"0.0389 unit increase"	[0.029-0.049]	NEUROG3,TMEM256P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:69561523	32541925	"Vujkovic M"
rs17772814-G	3E-9	-	0.9154	-	"0.0752 unit increase"	[0.05-0.1]	CASC11	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:127699497	32541925	"Vujkovic M"
rs1412234-C	4E-19	-	0.3192	-	"0.044 unit increase"	[0.034-0.054]	LINGO2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:28410685	32541925	"Vujkovic M"
rs12001437-C	6E-13	-	0.3727	-	"0.0339 unit increase"	[0.025-0.043]	DCAF12,RN7SKP114	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:34074478	32541925	"Vujkovic M"
rs17791513-G	2E-12	-	0.0656	-	"0.0686 unit decrease"	[0.049-0.088]	KRT18P24,CHCHD2P9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:79290675	32541925	"Vujkovic M"
rs10821311-G	4E-13	-	0.681	-	"0.0358 unit decrease"	[0.026-0.045]	MIRLET7A1HG,LINC02603	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	9:94180777	32541925	"Vujkovic M"
rs1819564-T	4E-8	-	0.9727	-	"0.0757 unit decrease"	[0.049-0.103]	PKHD1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:51640539	32541925	"Vujkovic M"
rs60519666-G	3E-12	-	0.6769	-	"0.0347 unit increase"	[0.025-0.044]	BEND3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:107105962	32541925	"Vujkovic M"
rs72951506-C	9E-11	-	0.8521	-	"0.0423 unit increase"	[0.03-0.055]	NUS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:117690560	32541925	"Vujkovic M"
rs11759026-G	7E-19	-	0.2307	-	"0.0646 unit increase"	[0.05-0.079]	MIR588,CENPW	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:126470949	32541925	"Vujkovic M"
rs12194820-T	9E-17	-	0.2346	-	"0.0462 unit decrease"	[0.035-0.057]	RSPO3,RPS4XP9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:127080833	32541925	"Vujkovic M"
rs7739842-G	2E-8	-	0.1939	-	"0.0329 unit increase"	[0.021-0.044]	ENPP3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:131633657	32541925	"Vujkovic M"
rs1573090-G	4E-22	-	0.4648	-	"0.0446 unit decrease"	[0.036-0.054]	RPL35AP3,NHEG1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:136981022	32541925	"Vujkovic M"
rs11155073-C	4E-11	-	0.579	-	"0.0304 unit decrease"	[0.021-0.039]	ATP5PBP6,LINC01625	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:139515991	32541925	"Vujkovic M"
rs543159-C	1E-12	-	0.5203	-	"0.0324 unit increase"	[0.023-0.041]	SLC22A3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:160354985	32541925	"Vujkovic M"
rs4709746-C	1E-16	-	0.8687	-	"0.0581 unit increase"	[0.044-0.072]	QKI,RN7SL366P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	6:163711969	32541925	"Vujkovic M"
rs1122518-C	1E-8	-	0.4728	-	"0.0263 unit increase"	[0.017-0.035]	ETV1,RBMX2P4	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:13860700	32541925	"Vujkovic M"
rs2191349-G	6E-48	-	0.461	-	"0.0661 unit decrease"	[0.057-0.075]	AGMO,GTF3AP5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:15024684	32541925	"Vujkovic M"
rs75693095-G	1E-11	-	0.9789	-	"0.112 unit decrease"	[0.079-0.145]	IGF2BP3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:23400438	32541925	"Vujkovic M"
rs1513272-C	4E-71	-	0.5087	-	"0.0811 unit increase"	[0.072-0.09]	JAZF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:28160478	32541925	"Vujkovic M"
rs917195-C	3E-17	-	0.7691	-	"0.0467 unit increase"	[0.036-0.057]	CRHR2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:30688836	32541925	"Vujkovic M"
rs2908286-C	3E-29	-	0.8287	-	"0.0683 unit decrease"	[0.056-0.08]	GCK	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:44195138	32541925	"Vujkovic M"
rs2103132-G	2E-9	-	0.749	-	"0.0319 unit decrease"	[0.022-0.042]	AUTS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:70317087	32541925	"Vujkovic M"
rs1968204-C	1E-12	-	0.893	-	"0.0566 unit decrease"	[0.041-0.072]	RPL23AP95,DPY19L2P2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:103159690	32541925	"Vujkovic M"
rs39328-C	3E-9	-	0.5733	-	"0.0275 unit decrease"	[0.018-0.037]	RELN	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:103804531	32541925	"Vujkovic M"
rs6976111-C	8E-10	-	0.6933	-	"0.0318 unit decrease"	[0.022-0.042]	CTTNBP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:117855613	32541925	"Vujkovic M"
rs1562398-G	2E-18	-	0.4169	-	"0.041 unit increase"	[0.032-0.05]	LINC-PINT,KLF14	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:130773172	32541925	"Vujkovic M"
rs62492368-G	6E-12	-	0.6848	-	"0.0342 unit decrease"	[0.024-0.044]	AOC1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:150840547	32541925	"Vujkovic M"
rs6459733-G	1E-24	-	0.6655	-	"0.0508 unit increase"	[0.041-0.06]	UBE3C,MNX1-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	7:157137856	32541925	"Vujkovic M"
rs34990153-G	2E-16	-	0.439	-	"0.0384 unit decrease"	[0.029-0.048]	MSRA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:10138879	32541925	"Vujkovic M"
rs2409742-C	7E-15	-	0.5074	-	"0.0361 unit increase"	[0.027-0.045]	LINC00529	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	8:11212451	32541925	"Vujkovic M"
rs2675662-G	8E-9	-	0.4361	-	"0.0267 unit decrease"	[0.018-0.036]	CAMK2G	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:73839369	32541925	"Vujkovic M"
